part_id,production_timestamp,line_id,station_id,operator_id,measure_diam_mm,measure_length_mm,flatness_mm,torque_Nm,surface_roughness_Ra,temp_process_C,vibration_level,cycle_time_s,material_batch,visual_inspection_score,defect_label
1365,2025-04-15 10:31:33,10,4,8,45.322,44.878,25.779,434.86,26.166,114.277,0.032382,135.144,MB-2025W16-L10-436,0.103565,0
1366,2024-05-10 12:45:21,1,7,10,17.487,65.94,34.938,497.961,49.358,133.577,0.013914,299.377,MB-2024W19-L01-189,0.890483,0
1367,2024-02-08 09:29:49,5,16,2,26.892,31.011,21.429,285.821,45.482,71.546,0.216038,299.558,MB-2024W06-L05-199,0.400062,0
1368,2024-08-05 13:13:22,1,11,1,33.332,38.347,28.265,283.535,20.152,92.373,0.577572,270.562,MB-2024W32-L01-452,0.863025,1
1369,2025-12-03 17:59:58,5,15,7,32.208,51.597,39.158,113.005,25.908,144.37,0.26011,131.255,MB-2025W49-L05-747,0.349794,0
1370,2024-06-10 10:55:01,9,11,2,39.526,38.995,29.24,163.201,40.324,84.415,0.861179,132.013,MB-2024W24-L09-842,0.572592,0
1371,2024-02-07 13:55:02,6,2,5,15.018,47.218,28.396,258.053,23.245,83.732,0.863013,210.593,MB-2024W06-L06-211,0.303722,0
1372,2024-10-08 13:49:09,5,20,10,10.936,58.911,30.113,318.453,22.054,70.223,0.748184,298.743,MB-2024W41-L05-867,0.753537,0
1373,2025-06-30 14:52:32,3,2,9,46.895,52.602,36.848,168.703,11.858,84.894,0.077754,174.281,MB-2025W27-L03-307,0.82528,0
1374,2024-07-11 13:46:07,4,20,1,31.689,66.555,31.696,169.341,16.275,146.569,0.247266,134.663,MB-2024W28-L04-251,0.957404,0
1375,2024-02-07 11:40:41,1,5,6,14.541,65.389,24.525,235.058,23.142,127.433,0.897462,145.207,MB-2024W06-L01-517,0.40482,1
1376,2025-10-13 10:13:05,9,10,4,19.852,66.765,31.842,152.905,42.474,72.132,0.564331,248.084,MB-2025W42-L09-237,0.999821,1
1377,2025-11-05 15:37:50,5,9,2,33.192,47.773,26.667,339.378,22.522,139.965,0.601143,126.779,MB-2025W45-L05-147,0.056442,0
1378,2024-08-19 08:45:14,8,13,4,33.52,41.114,21.311,105.955,17.29,131.99,0.268202,118.581,MB-2024W34-L08-459,0.203149,0
1379,2024-10-25 13:50:59,2,19,3,27.854,58.12,21.997,248.951,38.902,80.249,0.423552,290.158,MB-2024W43-L02-155,0.473453,0
1380,2024-04-11 13:21:20,9,13,5,38.049,65.614,28.514,279.428,40.658,72.116,0.571082,131.668,MB-2024W15-L09-546,0.741827,0
1381,2024-04-30 11:14:28,6,5,5,38.206,32.512,33.822,444.024,24.185,95.424,0.270906,243.959,MB-2024W18-L06-596,0.139574,0
1382,2025-10-14 15:07:18,5,8,1,27.665,66.693,29.22,155.863,28.646,147.906,0.374362,248.25,MB-2025W42-L05-158,0.85997,0
1383,2025-06-25 10:29:33,9,18,4,42.746,55.131,33.508,380.165,31.588,78.757,0.180333,285.534,MB-2025W26-L09-791,0.007424,0
1384,2025-03-13 15:43:51,8,2,7,17.931,38.359,24.69,168.062,33.583,114.655,0.35429,171.594,MB-2025W11-L08-059,0.617511,1
1385,2025-01-17 09:51:58,8,18,5,41.424,44.371,30.546,176.842,39.553,83.744,0.774838,239.894,MB-2025W03-L08-490,0.710601,1
1386,2024-03-29 17:04:12,3,1,9,36.338,61.157,27.248,469.591,44.491,121.012,0.318882,174.646,MB-2024W13-L03-402,0.785736,1
1387,2024-09-20 12:00:13,3,6,3,10.345,34.252,23.667,391.734,36.548,120.85,0.168003,276.585,MB-2024W38-L03-177,0.299876,0
1388,2025-11-06 12:17:11,4,19,5,17.211,30.508,37.022,167.811,16.501,143.765,0.08719,213.946,MB-2025W45-L04-012,0.175003,0
1389,2024-05-03 14:17:01,10,14,7,43.259,47.735,22.688,259.401,20.491,136.484,0.342691,267.829,MB-2024W18-L10-370,0.962873,0
1390,2025-10-02 16:04:20,3,3,8,21.402,31.574,34.344,345.809,11.996,130.821,0.574921,149.122,MB-2025W40-L03-552,0.763016,0
1391,2024-12-17 12:23:28,3,6,5,13.746,67.986,24.444,440.871,37.793,103.59,0.021268,205.775,MB-2024W51-L03-675,0.461404,1
1392,2024-03-18 12:02:16,7,9,7,46.939,59.934,36.619,121.957,49.025,139.625,0.390922,143.678,MB-2024W12-L07-962,0.525722,0
1393,2024-06-17 16:00:30,1,19,6,28.521,37.995,28.473,277.877,27.024,81.729,0.222931,122.265,MB-2024W25-L01-908,0.983039,1
1394,2025-05-05 17:33:02,7,4,1,47.474,54.689,25.662,137.261,27.411,80.977,0.20005,119.828,MB-2025W19-L07-922,0.348966,0
1395,2024-12-17 16:53:45,2,7,8,28.795,65.79,30.467,290.644,26.809,143.487,0.031646,271.731,MB-2024W51-L02-258,0.208428,0
1396,2025-09-19 08:06:16,3,20,1,21.098,47.143,21.389,231.118,23.607,110.928,0.44138,299.601,MB-2025W38-L03-507,0.835893,0
1397,2024-01-24 08:20:45,10,7,3,45.288,41.481,24.384,223.061,40.86,76.222,0.49621,143.805,MB-2024W04-L10-800,0.34535,0
1398,2025-08-05 08:08:13,4,17,7,49.897,36.62,37.483,409.084,24.789,88.032,0.842067,127.363,MB-2025W32-L04-043,0.559412,0
1399,2025-07-15 10:26:13,8,6,4,38.244,32.529,20.242,482.911,33.825,88.171,0.874397,225.164,MB-2025W29-L08-760,0.312952,0
1400,2025-07-09 08:29:24,3,3,7,21.141,42.851,31.799,106.401,41.923,116.524,0.220375,206.726,MB-2025W28-L03-438,0.26185,1
1401,2024-08-07 09:51:49,8,14,2,18.885,50.208,38.131,204.77,18.491,74.098,0.727741,116.471,MB-2024W32-L08-864,0.752442,0
1402,2025-11-18 09:13:44,6,14,5,26.564,48.694,33.589,255.08,19.354,114.276,0.809135,292.935,MB-2025W47-L06-675,0.067144,0
1403,2025-09-17 12:59:11,2,17,6,30.701,54.357,20.671,123.924,28.112,143.96,0.166937,268.625,MB-2025W38-L02-530,0.011093,0
1404,2024-10-17 10:46:41,1,15,9,10.817,69.052,27.267,401.16,27.136,96.997,0.036505,241.178,MB-2024W42-L01-937,0.444207,0
1405,2025-01-01 13:24:40,9,8,4,35.784,56.635,20.445,261.821,38.034,141.013,0.120243,286.603,MB-2025W01-L09-188,0.183036,0
1406,2025-01-16 13:49:48,8,19,5,40.397,57.05,36.167,118.676,28.829,86.42,0.41471,160.936,MB-2025W03-L08-714,0.813206,0
1407,2025-07-21 14:36:47,10,17,8,43.753,61.953,32.754,439.264,43.754,120.944,0.571002,127.8,MB-2025W30-L10-467,0.117948,1
1408,2025-02-18 17:30:41,9,14,2,44.573,57.312,28.856,262.854,18.237,137.115,0.762537,180.444,MB-2025W08-L09-954,0.162859,0
1409,2025-10-03 11:09:41,1,16,4,30.359,54.628,33.458,326.66,31.46,82.779,0.119998,130.784,MB-2025W40-L01-989,0.702428,0
1410,2024-12-12 17:56:52,4,8,8,39.502,66.882,30.678,428.943,22.318,90.993,0.405225,158.387,MB-2024W50-L04-736,0.030207,0
1411,2025-04-03 13:36:39,9,8,2,37.693,34.518,27.176,326.232,49.136,105.971,0.993884,219.763,MB-2025W14-L09-349,0.063509,0
1412,2025-02-07 10:02:08,8,7,1,16.496,69.974,24.64,464.985,39.7,92.235,0.78635,262.345,MB-2025W06-L08-802,0.697375,0
1413,2024-12-23 13:42:43,2,15,9,30.08,67.097,27.727,250.762,35.636,123.066,0.677801,168.748,MB-2024W52-L02-594,0.6452,0
1414,2025-03-18 13:52:23,1,4,7,46.84,56.327,38.025,361.62,13.726,70.118,0.939482,254.942,MB-2025W12-L01-056,0.114438,0
1415,2024-01-25 09:36:12,3,14,5,27.851,31.917,20.622,351.642,11.258,121.25,0.866169,271.801,MB-2024W04-L03-412,0.454262,1
1416,2024-05-06 09:37:19,3,20,7,36.051,60.816,36.658,436.979,23.05,145.722,0.660513,103.848,MB-2024W19-L03-520,0.147305,0
1417,2024-07-24 10:30:25,6,19,3,13.553,46.758,20.044,474.824,37.417,127.539,0.884558,176.976,MB-2024W30-L06-820,0.110179,0
1418,2025-02-28 08:44:38,7,5,1,11.324,35.339,20.335,349.96,28.252,120.848,0.804465,298.853,MB-2025W09-L07-689,0.421279,0
1419,2024-10-14 16:09:43,5,9,5,35.209,37.355,25.062,499.328,37.219,140.004,0.89999,116.245,MB-2024W42-L05-765,0.010952,1
1420,2025-11-03 11:27:43,3,10,3,24.957,46.313,20.371,136.01,47.041,146.546,0.458529,149.729,MB-2025W45-L03-932,0.18264,0
1421,2024-07-04 11:42:48,8,13,1,34.402,55.961,28.977,152.744,40.169,89.383,0.318245,268.892,MB-2024W27-L08-316,0.891397,1
1422,2025-01-15 16:24:26,6,8,7,40.156,57.996,36.303,415.909,41.155,92.271,0.016268,148.614,MB-2025W03-L06-719,0.400108,0
1423,2025-01-13 11:51:14,9,18,3,19.951,44.778,38.781,260.026,16.091,85.807,0.127173,185.578,MB-2025W03-L09-827,0.381159,0
1424,2024-07-30 17:23:06,10,17,7,33.412,35.174,31.63,326.779,29.384,142.91,0.887465,281.016,MB-2024W31-L10-052,0.134888,0
1425,2024-05-14 16:26:39,3,20,9,16.631,46.429,32.398,104.432,26.678,75.814,0.453705,286.283,MB-2024W20-L03-182,0.583407,1
1426,2025-03-25 15:19:08,6,13,10,46.347,67.919,33.146,161.728,46.593,118.256,0.951349,209.632,MB-2025W13-L06-770,0.215336,0
1427,2024-10-07 10:29:40,8,13,9,46.655,47.353,26.022,198.824,31.008,73.908,0.947527,261.496,MB-2024W41-L08-833,0.895213,0
1428,2025-02-05 09:09:46,6,7,10,39.841,69.042,31.99,161.903,15.042,70.787,0.004419,113.3,MB-2025W06-L06-669,0.297491,0
1429,2025-04-15 13:21:08,8,13,3,38.975,67.756,39.132,221.984,36.083,88.146,0.033756,156.849,MB-2025W16-L08-073,0.935784,0
1430,2025-01-27 14:37:38,2,1,4,42.461,49.828,23.046,354.227,31.743,80.592,0.591437,208.029,MB-2025W05-L02-853,0.644427,0
1431,2025-06-26 09:19:40,5,6,3,35.959,32.224,23.653,234.733,19.285,115.618,0.484479,185.325,MB-2025W26-L05-820,0.608631,1
1432,2024-10-29 13:57:23,5,18,10,15.004,67.508,38.803,430.913,31.808,147.822,0.816454,229.807,MB-2024W44-L05-412,0.857307,0
1433,2024-10-01 11:26:54,1,3,8,19.84,67.41,28.971,263.396,14.02,112.095,0.571871,295.634,MB-2024W40-L01-783,0.152935,0
1434,2025-01-07 13:03:10,5,1,5,20.305,58.433,26.36,485.746,36.266,108.573,0.618673,270.084,MB-2025W02-L05-054,0.096933,0
1435,2024-02-09 14:34:29,8,7,3,19.03,33.446,31.512,365.296,48.64,81.729,0.333526,224.403,MB-2024W06-L08-612,0.835825,0
1436,2025-01-02 12:22:56,10,7,9,17.735,48.385,23.798,392.705,42.415,138.143,0.310509,269.326,MB-2025W01-L10-624,0.286611,1
1437,2025-02-10 13:24:20,5,16,7,26.639,35.147,24.51,494.578,46.92,140.788,0.691828,194.087,MB-2025W07-L05-797,0.321353,0
1438,2024-04-30 15:46:40,2,16,1,44.555,53.724,21.569,240.67,17.703,90.463,0.605019,114.675,MB-2024W18-L02-522,0.794786,1
1439,2025-07-11 12:48:42,6,18,2,39.464,33.817,37.904,280.757,20.85,134.061,0.392401,173.149,MB-2025W28-L06-120,0.602277,0
1440,2023-12-25 10:57:39,1,16,8,12.023,30.452,24.917,431.55,10.504,94.919,0.892788,123.446,MB-2023W52-L01-019,0.276291,0
1441,2024-04-17 13:43:11,4,20,9,17.128,62.171,20.483,183.602,25.305,131.516,0.76718,247.683,MB-2024W16-L04-527,0.039906,0
1442,2025-04-24 09:54:25,9,18,7,48.884,59.75,33.201,313.671,10.498,101.339,0.157448,239.563,MB-2025W17-L09-923,0.090543,0
1443,2024-05-29 14:26:50,7,20,4,38.895,43.702,28.35,180.035,47.302,118.392,0.468423,152.729,MB-2024W22-L07-930,0.020665,0
1444,2024-01-25 10:21:10,1,14,8,30.224,68.598,31.168,496.96,11.702,83.455,0.979048,243.128,MB-2024W04-L01-630,0.599485,1
1445,2025-02-12 13:17:27,5,8,2,21.027,43.54,20.941,165.204,25.974,84.918,0.119305,218.8,MB-2025W07-L05-303,0.403278,0
1446,2024-09-30 14:15:19,3,5,1,38.447,41.851,34.528,483.432,12.268,112.546,0.891712,254.515,MB-2024W40-L03-917,0.918534,1
1447,2024-10-21 14:22:27,8,3,5,39.836,62.915,31.446,391.678,33.063,103.698,0.792672,260.781,MB-2024W43-L08-136,0.997802,0
1448,2024-10-10 08:32:54,3,8,6,46.914,44.532,39.524,155.147,25.375,129.189,0.301207,125.948,MB-2024W41-L03-569,0.486162,0
1449,2024-02-01 15:00:52,1,7,7,25.735,31.661,27.916,273.589,10.335,73.521,0.730934,277.42,MB-2024W05-L01-649,0.08773,0
1450,2024-01-26 09:17:10,1,20,9,33.695,69.537,21.174,396.312,35.564,81.453,0.135256,221.662,MB-2024W04-L01-706,0.338966,0
1451,2024-12-20 11:25:29,8,12,10,37.845,44.667,37.149,329.791,42.975,147.534,0.04166,224.656,MB-2024W51-L08-045,0.533446,1
1452,2024-08-08 17:06:06,8,12,8,36.463,40.312,25.467,352.066,48.073,73.508,0.28583,211.367,MB-2024W32-L08-711,0.604975,0
1453,2025-02-28 08:09:33,6,8,9,10.652,52.442,34.367,338.097,23.914,98.031,0.211361,277.263,MB-2025W09-L06-781,0.845268,0
1454,2024-04-17 09:55:51,7,6,3,14.934,54.661,21.047,379.765,25.195,88.779,0.811618,120.51,MB-2024W16-L07-143,0.419999,0
1455,2024-08-09 12:48:16,7,1,8,27.956,55.614,35.155,460.719,26.244,80.487,0.353319,298.861,MB-2024W32-L07-374,0.365972,1
1456,2025-04-29 10:26:55,6,7,1,48.045,46.926,36.179,226.413,12.159,112.125,0.572082,174.684,MB-2025W18-L06-310,0.179243,1
1457,2024-07-16 11:12:48,4,19,6,12.265,45.015,25.284,398.135,18.552,124.401,0.319874,287.794,MB-2024W29-L04-598,0.917901,1
1458,2025-12-17 11:52:39,8,4,10,39.414,60.339,38.648,354.89,31.261,104.778,0.743594,160.069,MB-2025W51-L08-595,0.718505,0
1459,2025-02-25 11:01:08,6,13,2,19.402,65.244,34.27,297.958,35.088,114.765,0.395988,290.969,MB-2025W09-L06-480,0.374255,1
1460,2024-12-25 13:39:15,3,8,8,42.052,33.548,25.307,442.215,42.228,78.021,0.185609,105.107,MB-2024W52-L03-501,0.359881,0
1461,2024-06-05 13:48:17,4,5,10,41.445,35.33,31.31,444.244,21.564,73.193,0.868577,284.312,MB-2024W23-L04-782,0.32216,1
1462,2025-03-28 12:51:57,7,15,7,36.11,40.331,28.786,467.378,34.878,126.729,0.223834,206.983,MB-2025W13-L07-145,0.338148,1
1463,2024-07-05 14:29:36,4,6,1,37.55,30.005,28.466,175.56,40.446,84.015,0.2789,127.66,MB-2024W27-L04-507,0.961527,0
1464,2024-04-17 08:51:48,10,19,9,45.578,30.364,33.453,232.56,22.843,76.728,0.842741,238.009,MB-2024W16-L10-399,0.126838,1
1465,2025-04-09 15:54:14,8,11,7,34.893,38.07,39.188,149.727,10.151,136.587,0.788602,296.936,MB-2025W15-L08-159,0.213444,1
1466,2024-12-06 10:11:30,7,5,3,28.698,38.734,38.785,265.667,39.039,125.987,0.03377,179.685,MB-2024W49-L07-748,0.92858,0
1467,2024-08-22 15:05:01,8,1,4,16.779,50.137,26.085,352.07,13.393,135.927,0.640313,258.217,MB-2024W34-L08-055,0.297511,1
1468,2025-05-09 16:25:42,8,9,1,44.742,48.93,35.172,302.536,27.121,103.62,0.37125,285.201,MB-2025W19-L08-441,0.841857,0
1469,2025-09-08 12:15:32,1,2,4,30.334,69.284,32.686,417.544,47.753,140.643,0.795464,289.173,MB-2025W37-L01-290,0.728929,0
1470,2025-01-03 14:53:22,5,11,10,35.828,38.355,30.454,187.036,33.483,131.606,0.679391,249.712,MB-2025W01-L05-726,0.838643,0
1471,2025-04-01 10:07:27,10,3,5,46.556,50.243,20.688,396.037,45.55,135.109,0.014206,156.419,MB-2025W14-L10-678,0.7022,0
1472,2024-04-03 17:28:13,7,14,5,39.812,69.014,25.145,252.402,15.23,82.556,0.548053,240.778,MB-2024W14-L07-825,0.88052,0
1473,2024-06-17 10:35:19,2,11,10,20.059,30.163,21.465,374.022,27.477,125.921,0.919206,132.67,MB-2024W25-L02-837,0.909619,1
1474,2024-08-12 12:21:35,9,10,8,16.905,65.58,32.739,236.403,38.605,129.722,0.696083,112.843,MB-2024W33-L09-514,0.513392,0
1475,2025-02-19 11:36:56,3,7,8,35.957,32.312,33.145,489.012,21.605,101.035,0.049476,239.506,MB-2025W08-L03-205,0.98745,0
1476,2024-10-29 16:28:41,5,19,6,22.238,59.904,31.499,314.592,44.794,91.681,0.024501,235.89,MB-2024W44-L05-704,0.515314,0
1477,2025-04-18 15:05:36,5,19,7,44.323,47.791,24.027,421.594,12.028,113.44,0.57393,128.142,MB-2025W16-L05-411,0.083674,1
1478,2024-12-06 14:15:38,2,14,6,37.375,46.254,25.556,299.705,47.072,145.762,0.322474,250.322,MB-2024W49-L02-506,0.358474,0
1479,2024-07-23 15:37:30,3,9,8,10.229,32.092,30.475,235.031,41.476,103.194,0.530954,126.558,MB-2024W30-L03-366,0.683293,1
1480,2024-05-07 09:19:51,7,12,5,45.671,64.463,25.2,407.936,33.549,107.785,0.296106,128.744,MB-2024W19-L07-207,0.84803,0
1481,2024-01-05 13:27:09,7,18,7,30.502,39.335,26.366,287.981,11.676,75.082,0.01988,149.03,MB-2024W01-L07-904,0.193986,0
1482,2025-01-24 14:04:54,5,5,4,35.72,32.431,20.904,377.475,39.253,113.245,0.735884,144.668,MB-2025W04-L05-796,0.983119,0
1483,2025-08-12 13:32:54,2,7,5,27.33,32.649,32.148,338.551,44.72,143.544,0.895324,275.528,MB-2025W33-L02-280,0.134929,0
1484,2025-04-09 16:40:10,3,18,5,20.812,30.527,26.355,116.895,18.186,130.281,0.377641,238.26,MB-2025W15-L03-522,0.299155,0
1485,2025-01-13 09:06:08,1,19,6,35.609,68.134,31.461,370.732,45.531,116.758,0.627937,209.701,MB-2025W03-L01-443,0.140356,1
1486,2024-04-15 15:37:48,10,9,5,36.027,62.35,20.886,193.307,13.601,142.908,0.600465,252.541,MB-2024W16-L10-288,0.332124,0
1487,2024-11-26 15:03:03,1,15,4,28.411,54.386,39.113,145.472,22.351,111.079,0.425361,153.461,MB-2024W48-L01-536,0.909053,0
1488,2025-07-31 11:47:55,4,1,9,38.956,63.564,26.4,356.555,44.952,125.707,0.805981,155.291,MB-2025W31-L04-163,0.570552,0
1489,2024-01-16 13:01:48,4,6,7,39.473,44.424,30.973,386.573,40.27,83.26,0.41999,196.113,MB-2024W03-L04-215,0.928092,1
1490,2024-10-16 14:05:32,8,7,1,26.114,63.737,24.273,486.643,46.59,76.916,0.092273,262.393,MB-2024W42-L08-818,0.923323,0
1491,2024-04-17 13:09:41,8,18,9,21.796,35.867,27.63,244.726,23.595,94.993,0.622858,218.744,MB-2024W16-L08-431,0.023404,0
1492,2025-07-08 10:29:17,4,5,8,15.776,56.151,22.381,349.87,47.834,72.158,0.151504,134.253,MB-2025W28-L04-848,0.471526,0
1493,2025-10-31 09:11:29,1,14,6,41.978,51.686,32.755,122.252,45.543,92.445,0.466015,189.326,MB-2025W44-L01-266,0.322961,1
1494,2024-05-28 16:06:11,8,14,8,33.734,33.096,36.371,445.958,31.631,124.839,0.842993,249.789,MB-2024W22-L08-068,0.462769,0
1495,2025-04-04 08:42:06,2,11,8,12.323,53.241,27.392,495.026,40.484,120.175,0.167648,265.355,MB-2025W14-L02-270,0.210098,0
1496,2024-01-05 11:41:35,8,14,4,37.41,45.944,23.019,337.471,37.25,84.433,0.935654,257.27,MB-2024W01-L08-648,0.602627,0
1497,2025-05-15 15:12:42,2,18,9,41.366,33.932,35.34,426.192,11.062,136.202,0.007043,180.358,MB-2025W20-L02-871,0.715269,0
1498,2024-12-10 12:38:31,1,4,1,33.445,38.778,35.587,335.792,15.759,114.262,0.893466,144.781,MB-2024W50-L01-524,0.905289,1
1499,2024-01-26 17:25:56,7,10,10,26.829,43.116,30.221,265.506,30.743,128.368,0.225286,294.883,MB-2024W04-L07-708,0.338319,0
1500,2025-11-20 11:34:14,8,15,4,45.194,34.006,26.585,352.85,37.254,131.411,0.439978,281.014,MB-2025W47-L08-660,0.357476,1
1501,2025-11-03 16:28:23,8,20,10,39.566,50.663,34.218,212.063,11.788,99.412,0.509101,141.847,MB-2025W45-L08-319,0.971859,1
1502,2024-04-19 17:24:48,8,2,2,47.448,69.111,35.866,440.333,17.938,112.86,0.44397,164.86,MB-2024W16-L08-839,0.750052,0
1503,2025-05-02 14:09:53,9,20,2,27.516,64.908,32.358,315.091,44.948,81.37,0.63881,160.511,MB-2025W18-L09-274,0.777978,0
1504,2024-11-07 09:15:17,9,10,5,49.053,52.98,25.869,465.992,49.587,135.552,0.423258,271.245,MB-2024W45-L09-834,0.953779,1
1505,2024-08-27 08:54:32,7,7,3,29.191,60.335,30.121,183.325,14.761,116.583,0.498219,190.601,MB-2024W35-L07-616,0.916996,0
1506,2024-03-13 12:02:57,3,15,4,30.362,68.469,35.48,183.351,11.51,115.195,0.088728,211.842,MB-2024W11-L03-678,0.921767,0
1507,2024-08-12 10:46:10,3,8,4,13.619,64.181,34.728,127.589,23.878,129.109,0.537544,216.616,MB-2024W33-L03-025,0.797097,0
1508,2024-05-08 14:25:41,4,10,5,39.086,43.815,32.644,242.695,21.337,76.586,0.627112,153.547,MB-2024W19-L04-952,0.931891,0
1509,2023-12-25 15:31:10,7,3,8,23.467,67.932,37.951,130.769,36.576,102.359,0.551811,229.106,MB-2023W52-L07-913,0.942792,0
1510,2024-10-18 15:34:59,4,10,5,37.962,32.343,31.816,426.919,18.136,108.948,0.449748,105.166,MB-2024W42-L04-606,0.996224,0
1511,2025-05-22 10:46:59,3,18,7,35.477,39.655,24.026,473.695,42.476,103.98,0.852741,169.576,MB-2025W21-L03-031,0.932824,0
1512,2025-02-28 15:28:20,10,13,3,45.628,46.625,29.048,149.246,39.85,149.196,0.413863,290.509,MB-2025W09-L10-321,0.001496,0
1513,2025-06-03 13:48:06,4,9,3,37.958,38.807,32.274,317.687,12.895,149.085,0.725198,294.39,MB-2025W23-L04-913,0.553727,0
1514,2025-10-24 15:26:38,6,20,1,28.094,32.887,22.994,221.772,42.57,79.624,0.293766,223.356,MB-2025W43-L06-796,0.211289,0
1515,2025-10-14 17:14:34,2,15,5,25.818,44.42,37.634,156.045,42.36,135.084,0.110044,176.746,MB-2025W42-L02-132,0.489616,0
1516,2024-09-25 10:12:38,2,19,10,39.403,55.714,37.873,353.482,24.241,130.635,0.639359,197.194,MB-2024W39-L02-872,0.438672,0
1517,2025-12-12 14:46:35,2,10,10,44.333,61.713,36.287,229.351,48.912,129.436,0.334523,112.709,MB-2025W50-L02-214,0.722006,0
1518,2024-10-28 12:49:01,5,10,5,29.244,37.223,38.212,191.478,10.032,107.506,0.2412,146.685,MB-2024W44-L05-370,0.252691,0
1519,2024-08-06 11:41:36,2,12,8,33.21,37.919,27.152,145.783,37.867,117.069,0.525983,193.311,MB-2024W32-L02-219,0.823899,1
1520,2024-08-29 15:34:39,1,10,1,21.417,47.632,33.013,269.97,30.553,74.141,0.528336,174.795,MB-2024W35-L01-103,0.051598,0
1521,2024-08-21 17:14:03,9,16,4,18.245,33.372,21.842,125.969,19.154,108.51,0.412553,226.261,MB-2024W34-L09-016,0.945289,0
1522,2024-12-11 15:13:29,9,3,9,13.893,54.606,28.108,309.802,26.93,80.31,0.760986,267.79,MB-2024W50-L09-562,0.406546,0
1523,2025-12-10 10:38:57,1,5,7,42.345,32.884,38.841,171.682,39.722,70.979,0.03324,136.937,MB-2025W50-L01-982,0.05423,0
1524,2025-12-03 11:09:05,6,11,1,43.238,36.728,34.818,138.335,41.53,72.185,0.408858,107.334,MB-2025W49-L06-263,0.315037,0
1525,2024-03-06 12:03:04,10,19,3,49.324,46.072,37.857,182.323,39.608,81.252,0.135683,127.326,MB-2024W10-L10-328,0.037358,0
1526,2024-10-07 15:30:53,10,5,3,25.111,56.201,21.912,365.302,34.558,73.709,0.075526,251.633,MB-2024W41-L10-315,0.256026,0
1527,2024-04-24 08:08:00,10,4,4,19.73,53.908,26.711,443.967,37.171,96.661,0.216578,137.134,MB-2024W17-L10-792,0.399728,0
1528,2025-03-20 16:47:03,10,15,7,30.48,47.176,25.352,398.169,39.187,116.667,0.356609,187.453,MB-2025W12-L10-687,0.453817,0
1529,2024-06-20 14:33:02,4,9,10,24.248,63.394,21.842,375.343,49.891,148.547,0.404284,262.815,MB-2024W25-L04-068,0.562721,0
1530,2024-07-01 15:54:31,7,6,6,44.893,50.436,32.392,266.622,22.006,91.328,0.782756,173.895,MB-2024W27-L07-870,0.249214,0
1531,2025-11-04 10:47:40,6,6,5,27.661,69.697,25.416,405.874,27.372,95.422,0.233325,141.676,MB-2025W45-L06-706,0.58056,0
1532,2024-09-11 17:44:40,7,5,10,39.918,36.164,24.051,464.313,40.199,101.061,0.923779,130.147,MB-2024W37-L07-487,0.103258,1
1533,2025-12-15 15:57:58,8,14,4,18.984,40.858,38.804,214.648,31.941,110.017,0.429166,233.751,MB-2025W51-L08-804,0.026134,1
1534,2025-03-06 14:34:22,9,5,5,28.816,55.557,32.318,400.82,40.357,132.986,0.077164,119.236,MB-2025W10-L09-690,0.860444,0
1535,2025-08-21 11:03:28,2,4,7,30.611,37.869,29.238,111.691,10.925,134.512,0.473984,175.908,MB-2025W34-L02-171,0.47153,0
1536,2024-12-31 17:24:03,1,4,5,48.357,66.153,20.382,458.495,25.464,92.008,0.208006,126.363,MB-2025W01-L01-293,0.122486,0
1537,2025-08-22 12:53:20,4,19,5,40.93,45.874,26.466,211.188,15.766,116.252,0.831348,132.89,MB-2025W34-L04-304,0.842448,1
1538,2025-03-31 17:27:20,7,7,4,14.355,35.548,38.615,444.23,33.545,141.942,0.011348,179.082,MB-2025W14-L07-518,0.572657,0
1539,2024-11-08 15:02:20,2,4,3,38.101,45.331,25.843,284.066,34.817,106.12,0.672235,182.339,MB-2024W45-L02-230,0.889007,0
1540,2024-03-20 14:12:26,4,20,2,26.054,58.737,31.354,208.843,33.404,130.913,0.081304,145.284,MB-2024W12-L04-279,0.272175,0
1541,2025-09-24 13:39:23,7,16,4,32.534,61.886,25.306,391.348,48.201,139.198,0.493624,143.302,MB-2025W39-L07-258,0.073913,0
1542,2025-05-14 16:38:50,2,4,7,38.415,56.517,21.661,109.966,43.937,122.493,0.922701,278.726,MB-2025W20-L02-543,0.038653,0
1543,2025-04-18 14:08:30,7,14,2,34.089,39.858,22.888,481.909,40.788,90.625,0.895319,286.907,MB-2025W16-L07-268,0.302363,0
1544,2024-02-19 09:01:54,1,7,6,27.019,57.814,31.309,368.52,29.427,145.137,0.591678,141.082,MB-2024W08-L01-061,0.543545,1
1545,2025-08-28 12:46:17,8,4,2,29.82,38.131,22.705,382.17,33.319,94.755,0.847596,103.245,MB-2025W35-L08-928,0.135359,0
1546,2025-10-14 10:07:32,1,6,9,35.28,42.685,38.173,473.555,13.003,144.355,0.213127,187.228,MB-2025W42-L01-378,0.849133,0
1547,2025-12-05 08:58:35,5,14,4,35.486,42.067,39.413,363.049,25.158,132.597,0.998756,133.864,MB-2025W49-L05-122,0.641415,1
1548,2024-11-06 13:41:56,1,3,4,33.872,47.334,33.238,255.414,26.261,90.262,0.344394,133.444,MB-2024W45-L01-776,0.323175,0
1549,2024-09-30 12:52:12,5,3,1,21.32,58.827,21.3,383.035,33.35,117.777,0.613582,204.119,MB-2024W40-L05-368,0.914901,0
